Area,Room,Parking,Warehouse,Elevator,Address,Price(USD),tartib
58,1,1,1,1,Shahran,95000,1726
190,3,1,1,1,Farmanieh,833333.33,1727
120,2,1,1,1,Ekhtiarieh,256666.67,1728
130,3,1,1,1,Shahrakeh Naft,250000,1729
85,2,1,1,0,Punak,93333.33,1730
100,2,1,1,0,Islamshahr,36666.67,1731
115,2,1,1,1,Gheitarieh,316666.67,1732
76,2,1,1,1,Shahr-e-Ziba,82666.67,1733
125,2,1,1,1,Punak,200000,1734
110,2,1,1,1,Punak,130000,1735
96,2,1,1,1,Punak,138333.33,1736
75,2,1,1,0,Islamshahr,41666.67,1737
105,2,1,1,1,Central Janatabad,143333.33,1738
160,3,1,1,1,Heravi,233333.33,1739
76,2,1,1,1,Jeyhoon,60000,1740
290,4,1,1,1,Zaferanieh,531666.67,1741
110,2,0,1,1,Zafar,185000,1742
198,4,1,1,0,Andisheh,173333.33,1743
105,2,1,1,1,Andisheh,64333.33,1744
90,2,1,1,1,Islamshahr,36600,1745
63,1,1,1,1,Islamshahr,29400,1746
100,2,1,1,1,Central Janatabad,120000,1747
117,3,1,1,1,Islamshahr,66333.33,1748
91,2,1,1,0,Islamshahr,54666.67,1749
60,1,1,1,0,Islamshahr,26000,1750
110,2,1,1,1,Islamshahr,84333.33,1751
96,2,1,1,1,Ostad Moein,99666.67,1752
113,2,1,1,1,Ekhtiarieh,143333.33,1753
60,1,1,1,1,Persian Gulf Martyrs Lake,9833.33,1754
74,2,1,1,1,Southern Janatabad,93333.33,1755
155,3,1,1,1,Dorous,326666.67,1756
125,2,1,1,1,Ostad Moein,130000,1757
49,1,1,0,1,Dezashib,105000,1758
148,3,1,1,1,Saadat Abad,419333.33,1759
134,3,1,1,1,Qasr-od-Dasht,98333.33,1760
90,2,1,1,1,Central Janatabad,120000,1761
110,1,1,1,1,Central Janatabad,148333.33,1762
115,2,1,1,1,Punak,180166.67,1763
90,2,1,1,1,Darabad,176666.67,1764
95,2,1,1,1,North Program Organization,143333.33,1765
105,2,1,1,1,Pardis,25000,1766
63,2,1,1,1,Amir Bahador,54600,1767
185,3,1,1,1,Pasdaran,433333.33,1768
250,3,1,1,1,Elahieh,1333333.33,1769
88,2,1,1,0,Northern Janatabad,128333.33,1770
95,2,1,1,1,Southern Program Organization,143333.33,1771
108,2,1,1,1,Heravi,213333.33,1772
90,2,1,1,1,Southern Janatabad,126000,1773
160,3,1,1,1,Velenjak,320000,1774
78,2,0,1,1,Parand,14166.67,1775
120,3,1,1,1,Persian Gulf Martyrs Lake,19666.67,1776
158,3,1,1,1,Pasdaran,368666.67,1777
56,1,1,1,1,West Ferdows Boulevard,75000,1778
155,3,1,1,1,Pasdaran,439166.67,1779
100,2,1,1,1,Southern Janatabad,190000,1780
182,3,1,1,1,Saadat Abad,383333.33,1781
63,2,1,1,1,Shahr-e-Ziba,75000,1782
60,1,1,1,1,Northern Chitgar,29166.67,1783
125,2,1,1,1,Shahrake Qods,34333.33,1784
53,1,0,0,0,Shahrake Qods,13166.67,1785
150,3,1,1,1,Ekhtiarieh,316666.67,1786
62,2,1,1,0,Punak,73333.33,1787
113,2,1,1,1,Ekhtiarieh,200000,1788
93,2,1,1,0,Parand,21666.67,1789
84,2,1,1,1,Damavand,71666.67,1790
83,2,1,1,1,Jeyhoon,73333.33,1791
150,3,1,1,1,Gheitarieh,433333.33,1792
147,3,1,1,1,Ekhtiarieh,320000,1793
75,2,1,1,1,Saadat Abad,183333.33,1794
119,2,1,1,1,Shahran,156666.67,1795
105,2,1,1,1,Saadat Abad,160000,1796
115,2,1,1,1,Ekhtiarieh,210000,1798
179,3,1,1,1,Velenjak,268500,1799
86,2,1,1,1,Central Janatabad,120000,1800
70,1,1,1,1,West Ferdows Boulevard,121666.67,1801
48,1,1,1,1,Shahr-e-Ziba,58333.33,1802
70,2,0,1,1,Komeil,41666.67,1803
102,2,1,1,1,Saadat Abad,204000,1804
85,2,1,0,1,Pardis,15666.67,1805
72,2,1,1,0,West Ferdows Boulevard,80000,1806
120,2,1,1,1,Shahrake Qods,35000,1807
180,3,1,1,1,Saadat Abad,483333.33,1808
138,3,1,1,1,Saadat Abad,310000,1809
87,2,1,1,1,Shahrake Qods,32000,1810
705,5,1,1,0,Abazar,3033333.33,1811
200,3,1,1,1,Saadat Abad,533333.33,1812
87,2,1,1,1,Pardis,19000,1813
75,2,1,1,1,Shahr-e-Ziba,111666.67,1814
66,2,1,1,1,Ostad Moein,52666.67,1815
57,1,1,1,1,West Ferdows Boulevard,96666.67,1816
62,1,1,1,1,West Ferdows Boulevard,88333.33,1817
65,2,1,1,1,West Ferdows Boulevard,103333.33,1818
70,1,0,1,0,Saadat Abad,110000,1819
65,1,1,1,1,West Ferdows Boulevard,93333.33,1820
100,2,1,1,1,Ostad Moein,93333.33,1821
210,3,1,1,1,Saadat Abad,546666.67,1822
110,2,1,1,1,Saadat Abad,296666.67,1823
68,2,1,1,1,West Ferdows Boulevard,96666.67,1824
101,2,1,1,1,Saadat Abad,185166.67,1825
85,2,1,1,1,Ekhtiarieh,166666.67,1826
165,3,1,1,1,Saadat Abad,350000,1827
300,4,1,1,1,Saadat Abad,1000000,1828
245,3,1,1,1,Shahrake Gharb,633333.33,1829
105,2,1,1,0,Andisheh,33333.33,1830
135,2,1,1,1,Saadat Abad,293333.33,1831
130,3,1,1,1,Saadat Abad,310000,1832
83,2,1,0,1,Saadat Abad,153333.33,1833
60,1,1,1,1,Saadat Abad,155000,1834
52,1,1,1,1,Southern Program Organization,91666.67,1835
60,2,1,1,1,West Ferdows Boulevard,95000,1836
60,2,1,1,1,West Ferdows Boulevard,95000,1837
70,2,1,1,1,East Ferdows Boulevard,100000,1838
140,3,1,1,1,Shahrake Gharb,373333.33,1839
120,2,1,1,1,Saadat Abad,226666.67,1840
62,1,1,1,1,Shahrake Qods,17000,1841
70,2,1,1,1,West Ferdows Boulevard,86666.67,1842
150,3,1,1,1,Saadat Abad,316666.67,1843
69,2,1,1,0,Shahran,61666.67,1844
97,2,1,1,1,Pardis,25666.67,1845
70,1,1,1,1,East Ferdows Boulevard,86666.67,1846
100,2,1,1,1,Jeyhoon,76666.67,1847
75,2,1,1,0,West Ferdows Boulevard,83333.33,1848
103,2,1,1,1,Azarbaijan,105000,1849
85,2,1,1,1,Shahran,88333.33,1850
150,3,1,1,1,Punak,350000,1851
66,2,1,1,1,Qalandari,141666.67,1852
106,2,1,1,1,Pardis,26666.67,1853
101,2,1,0,1,Pirouzi,110000,1854
290,4,1,1,1,Aqdasieh,900000,1855
106,2,1,1,1,Saadat Abad,200000,1856
107,3,1,1,0,Eram,99000,1857
122,2,1,1,1,Jeyhoon,130000,1858
195,3,1,1,1,Shahrake Gharb,650000,1859
98,2,1,1,1,Shahr-e-Ziba,106666.67,1860
105,2,1,1,1,Pardis,23333.33,1861
98,2,1,1,1,Pardis,25666.67,1862
200,3,1,1,1,Gheitarieh,533333.33,1863
400,4,1,1,1,Elahieh,2100000,1864
110,2,1,1,1,Ekhtiarieh,276666.67,1865
95,2,1,1,1,Ostad Moein,98333.33,1866
60,1,1,1,1,Southern Program Organization,80000,1867
76,2,0,0,0,Parand,11500,1868
222,3,1,1,1,Gheitarieh,660000,1869
120,2,1,1,1,Punak,200000,1870
90,2,1,1,1,Ekhtiarieh,200000,1871
270,3,1,1,1,Kamranieh,883333.33,1872
110,2,1,1,0,Southern Program Organization,119333.33,1873
84,2,1,1,1,Shahrake Qods,32733.33,1874
76,2,1,1,1,Shahrake Qods,29000,1875
75,2,0,1,1,Parand,13333.33,1876
170,4,1,1,1,Andisheh,102000,1877
92,2,0,1,0,Andisheh,31000,1878
122,3,1,1,0,Parand,28333.33,1879
170,3,1,1,1,Ekhtiarieh,260000,1880
147,3,1,1,1,Pasdaran,278333.33,1881
47,1,0,1,0,Jeyhoon,28333.33,1882
100,2,1,1,1,Pasdaran,200000,1883
180,3,1,1,1,Saadat Abad,450000,1884
90,2,1,1,1,Northern Janatabad,105000,1885
180,3,1,1,1,Saadat Abad,450000,1886
80,2,1,1,1,Shahr-e-Ziba,85000,1887
59,1,1,0,1,Pirouzi,53333.33,1888
87,2,1,1,1,Pardis,28333.33,1889
50,1,0,1,1,Ostad Moein,33333.33,1890
123,3,1,1,1,Gheitarieh,246666.67,1891
56,1,1,1,1,Feiz Garden,73333.33,1892
105,2,1,1,1,Pardis,31500,1893
57,1,1,1,1,Azarbaijan,58333.33,1894
78,2,1,1,1,Southern Janatabad,116666.67,1895
92,2,1,1,1,Southern Janatabad,129333.33,1896
100,2,1,1,1,Pardis,35000,1897
152,3,1,1,1,Saadat Abad,326666.67,1898
155,3,1,1,1,Shahrake Gharb,300000,1899
115,3,1,1,1,Shahr-e-Ziba,129000,1900
145,3,1,1,1,Shahrake Gharb,366666.67,1901
115,2,1,1,1,Yousef Abad,180000,1902
60,1,1,1,0,Central Janatabad,73000,1903
160,3,1,1,1,Gheitarieh,340000,1904
101,2,1,1,1,North Program Organization,171666.67,1905
98,2,1,1,1,Southern Janatabad,120000,1906
92,2,1,1,1,Punak,129000,1907
90,2,1,1,1,Northern Janatabad,129333.33,1908
150,3,1,1,1,West Ferdows Boulevard,240000,1909
106,2,1,1,1,Persian Gulf Martyrs Lake,98666.67,1910
135,3,1,1,1,Dehkade Olampic,140000,1911
105,2,1,1,1,Pardis,29666.67,1912
209,3,1,1,1,West Ferdows Boulevard,433333.33,1913
115,2,1,1,0,Tarasht,120000,1914
110,2,1,1,0,Water Organization,131666.67,1915
90,2,0,1,1,Northern Janatabad,105000,1916
190,3,1,1,1,Aqdasieh,800000,1917
54,1,0,1,1,Punak,66666.67,1918
133,3,1,1,1,Gheitarieh,443333.33,1919
200,3,1,1,1,Ajudaniye,900000,1920
220,3,1,1,1,Kamranieh,1120000,1921
130,3,1,1,1,Gheitarieh,290000,1922
123,3,1,1,0,Azadshahr,115000,1923
105,2,1,1,1,Dehkade Olampic,136666.67,1924
103,3,1,1,1,Shahran,137600,1925
105,2,1,1,1,Pardis,23666.67,1926
161,3,1,1,1,Persian Gulf Martyrs Lake,213333.33,1927
115,3,0,1,1,Shahrake Qods,53333.33,1928
85,2,0,0,0,Azadshahr,103333.33,1929
50,2,1,1,0,Shahran,60666.67,1930
160,3,1,1,1,Persian Gulf Martyrs Lake,223333.33,1931
232,3,1,1,1,Farmanieh,766666.67,1932
98,2,1,1,1,Shahr-e-Ziba,107333.33,1933
117,2,1,1,1,Shahran,129333.33,1934
77,2,1,1,1,West Ferdows Boulevard,113333.33,1935
100,2,1,1,0,Yousef Abad,131666.67,1936
85,2,1,1,0,Northern Janatabad,98333.33,1937
145,3,1,1,1,Farmanieh,366666.67,1938
127,3,1,1,1,Hakimiyeh,149333.33,1939
79,2,1,1,1,Shahran,98333.33,1940
120,2,1,1,1,Gheitarieh,366666.67,1941
173,3,1,1,1,Niavaran,366666.67,1942
195,3,1,1,1,Farmanieh,576000,1943
66,2,1,1,1,West Ferdows Boulevard,75666.67,1944
100,2,1,1,1,Gheitarieh,266666.67,1945
140,3,1,1,1,Gheitarieh,371666.67,1946
93,2,1,1,1,Atabak,43333.33,1947
80,2,1,1,1,Yousef Abad,141666.67,1948
119,2,1,1,1,Shahran,180000,1949
100,2,1,1,1,Ekhtiarieh,216666.67,1950
115,2,1,1,1,Shahran,128000,1951
52,1,1,1,1,Ekhtiarieh,123333.33,1952
136,3,1,1,1,Persian Gulf Martyrs Lake,45333.33,1953
95,2,1,1,1,Shahran,166666.67,1954
83,3,1,1,1,Shahran,103333.33,1955
100,2,1,1,1,Shahrake Qods,56666.67,1956
70,2,1,1,0,Shahran,85000,1957
73,2,1,1,0,Shahran,86000,1958
70,2,1,1,1,Shahr-e-Ziba,66666.67,1959
105,2,1,1,1,Pardis,16666.67,1960
69,2,1,1,1,Shahr-e-Ziba,68333.33,1961
87,2,1,1,1,Pardis,17666.67,1962
66,1,1,1,1,Pardis,24000,1963
98,2,1,1,1,Pardis,33333.33,1964
64,2,1,1,1,Shahr-e-Ziba,66000,1965
65,2,1,1,1,Shahr-e-Ziba,66666.67,1966
85,2,1,1,1,Central Janatabad,111666.67,1967
85,2,1,1,1,Punak,150000,1968
93,2,1,1,1,Gheitarieh,186666.67,1969
155,3,1,1,1,Heravi,300000,1970
450,2,0,0,0,Absard,150000,1971
117,3,1,1,1,Shahrake Gharb,226666.67,1972
85,2,1,1,1,Pakdasht,21333.33,1973
500,4,1,1,0,Damavand,666666.67,1974
900,3,1,1,0,Damavand,283333.33,1975
60,1,1,1,1,Persian Gulf Martyrs Lake,29166.67,1976
60,1,1,1,1,Persian Gulf Martyrs Lake,29000,1977
58,2,1,1,1,Sabalan,40000,1978
118,2,1,1,1,Shahrake Qods,32000,1979
98,2,1,1,1,Gheitarieh,290000,1980
60,1,0,1,1,Narmak,70000,1981
85,2,1,1,1,Gheitarieh,246666.67,1982
110,2,1,1,1,Heravi,166666.67,1983
190,3,1,1,1,Gheitarieh,400000,1984
235,3,1,1,1,Gheitarieh,800000,1985
150,3,1,1,1,Gheitarieh,483333.33,1986
197,3,1,1,1,Gheitarieh,443333.33,1987
153,2,1,1,1,Gheitarieh,443333.33,1988
99,2,1,1,1,Heravi,163333.33,1989
195,3,1,1,1,Gheitarieh,663333.33,1990
125,2,1,1,1,Gheitarieh,386666.67,1991
85,2,1,1,1,Gheitarieh,243333.33,1992
103,2,1,1,1,Heravi,221333.33,1993
235,3,1,1,1,Gheitarieh,850000,1994
107,2,1,1,1,Velenjak,440000,1995
195,3,1,1,1,Gheitarieh,650000,1996
170,3,0,0,0,Gheitarieh,483333.33,1997
153,3,1,1,1,Gheitarieh,433333.33,1998
90,2,1,1,1,Pirouzi,88333.33,1999
88,2,1,1,1,Gheitarieh,253333.33,2000
100,2,1,1,1,Gheitarieh,283333.33,2001
100,2,1,1,1,Saadat Abad,216666.67,2002
203,3,1,1,1,Araj,460000,2003
200,3,1,1,1,Aqdasieh,443333.33,2004
200,3,1,1,1,Araj,456666.67,2005
116,3,1,1,1,Gheitarieh,266666.67,2006
202,3,0,0,0,Araj,443333.33,2007
202,3,1,1,1,Aqdasieh,440000,2008
61,1,1,1,1,Si Metri Ji,43933.33,2009
70,2,1,1,1,Jeyhoon,51666.67,2010
62,2,1,1,1,Beryanak,46666.67,2011
200,3,1,1,1,Araj,443333.33,2012
120,3,1,1,1,Ostad Moein,131666.67,2013
87,2,1,1,1,Amirabad,159333.33,2014
200,3,1,1,1,Aqdasieh,446666.67,2015
80,2,1,1,1,Parand,16666.67,2016
202,3,0,0,0,Araj,450000,2017
57,1,0,1,1,Ostad Moein,44000,2018
202,3,1,1,1,Araj,456666.67,2019
84,2,1,1,1,Pirouzi,75000,2020
202,3,1,1,1,Aqdasieh,490000,2021
93,2,1,1,1,Saadat Abad,186666.67,2022
85,2,1,1,1,Gheitarieh,266666.67,2023
100,2,1,1,1,Saadat Abad,246666.67,2024
153,2,1,1,1,Aqdasieh,350000,2025
122,3,1,1,1,Saadat Abad,266666.67,2026
150,2,1,1,1,Aqdasieh,350000,2027
56,2,1,1,1,Ostad Moein,50000,2028
150,2,1,1,1,Araj,350000,2029
202,3,1,1,1,Araj,476666.67,2030
201,3,1,1,1,Aqdasieh,473333.33,2031
140,3,1,1,1,Shahrake Qods,86333.33,2032
200,3,1,1,1,Aqdasieh,466666.67,2033
67,2,1,1,0,Jeyhoon,50000,2034
86,2,1,1,1,Gheitarieh,240000,2035
120,3,1,1,1,Ostad Moein,131666.67,2036
84,2,1,1,1,Gheitarieh,246666.67,2037
86,2,1,1,1,Central Janatabad,126666.67,2038
85,2,1,1,1,Gheitarieh,243333.33,2039
67,2,1,1,1,Shahran,76666.67,2040
90,2,1,1,1,Northern Janatabad,160000,2041
83,2,1,1,1,Gheitarieh,243333.33,2042
70,2,1,1,1,Jeyhoon,57666.67,2043
88,2,1,1,1,Shahrake Qods,37840,2044
167,3,1,1,1,Gheitarieh,366666.67,2045
100,2,0,0,0,Shahrake Qods,21666.67,2046
100,2,1,1,1,Shahrake Qods,33333.33,2047
60,2,1,1,1,Southern Janatabad,76666.67,2048
155,3,1,1,1,Gheitarieh,366666.67,2049
76,2,1,1,1,Jeyhoon,61666.67,2050
90,2,1,1,1,Shahrake Qods,30000,2051
65,1,1,1,1,Shahrake Qods,17833.33,2052
80,2,1,1,1,Shahrake Qods,22666.67,2053
135,2,1,1,1,Gheitarieh,290000,2054
94,2,1,1,1,Shahrake Qods,31666.67,2055
110,2,1,1,1,Gheitarieh,273333.33,2056
115,3,1,1,1,Farmanieh,230000,2057
170,3,1,1,1,Gheitarieh,373333.33,2058
115,3,0,1,1,Farmanieh,230000,2059
60,1,0,0,0,Damavand,30000,2060
105,2,1,1,1,Saadat Abad,193333.33,2061
61,2,0,1,0,Salsabil,34666.67,2062
100,2,1,1,1,Saadat Abad,200000,2063
145,3,1,1,1,Jeyhoon,153333.33,2064
87,2,1,1,1,Pardis,15966.67,2065
87,2,1,1,1,Pardis,16533.33,2066
115,3,1,1,1,Shahrake Gharb,216666.67,2067
85,2,1,1,1,Pardis,23000,2068
67,2,1,1,0,Punak,76000,2069
94,2,1,1,1,Shahran,76000,2070
90,2,1,1,1,Shahran,106666.67,2071
86,2,1,1,1,Pardis,29666.67,2074
60,2,1,1,1,West Ferdows Boulevard,88333.33,2075
58,1,1,1,1,Shahrake Gharb,113333.33,2076
76,2,1,1,1,Shahr-e-Ziba,95000,2077
57,1,1,1,1,Southern Program Organization,80000,2078
81,2,1,1,1,West Ferdows Boulevard,110000,2079
112,3,1,1,1,West Ferdows Boulevard,120000,2080
75,2,1,1,1,Shahran,116666.67,2081
153,3,1,1,1,Punak,250000,2082
95,2,1,1,1,Shahrake Gharb,170000,2083
101,2,1,1,1,Shahrake Gharb,218833.33,2084
40,0,0,0,0,Pakdasht,5500,2085
88,2,1,1,1,Railway,95333.33,2086
141,3,1,1,1,Persian Gulf Martyrs Lake,127000,2087
140,3,1,1,1,Persian Gulf Martyrs Lake,59666.67,2088
120,2,1,1,1,Persian Gulf Martyrs Lake,51000,2089
66,2,0,1,0,Beryanak,33333.33,2090
70,2,1,1,1,Punak,116666.67,2091
75,2,1,0,1,Heshmatieh,100000,2092
70,2,0,1,1,Elm-o-Sanat,60000,2093
150,3,1,1,1,Saadat Abad,666666.67,2094
95,2,1,1,1,Golestan,31666.67,2095
65,2,1,1,0,Jeyhoon,48333.33,2096
88,3,0,1,1,Parand,15833.33,2097
113,3,1,1,0,Gheitarieh,200000,2098
50,1,1,1,0,Shahrake Qods,12000,2099
45,1,0,0,1,Ostad Moein,40000,2100
53,1,0,1,1,Narmak,45000,2101
100,2,1,1,1,Andisheh,60000,2102
50,1,1,1,0,Shahryar,16666.67,2103
43,0,0,1,0,Nasim Shahr,12000,2104
85,2,1,1,0,Baghestan,25500,2105
134,3,1,1,1,North Program Organization,213333.33,2106
90,2,1,1,1,Shahr-e-Ziba,100000,2107
90,2,1,1,1,Shahrake Qods,42000,2108
135,2,1,1,0,SabaShahr,73333.33,2109
130,3,1,1,1,Railway,195000,2110
55,1,1,1,0,Andisheh,18333.33,2111
200,5,0,0,0,Dehkade Olampic,400000,2112
107,2,1,1,1,Shahrake Madaen,26666.67,2113
150,2,1,1,1,Pakdasht,42333.33,2114
56,1,0,1,0,Ostad Moein,40000,2115
160,3,1,1,0,Azadshahr,150000,2116
138,3,1,1,1,Salsabil,119466.67,2117
125,3,1,1,1,Tehransar,125000,2118
83,2,1,1,1,Shahr-e-Ziba,83666.67,2119
131,3,1,1,1,Railway,195000,2120
115,2,1,1,1,Central Janatabad,162333.33,2121
50,1,1,1,0,Andisheh,21666.67,2122
91,2,1,1,1,West Ferdows Boulevard,120000,2123
80,2,1,1,1,Central Janatabad,113166.67,2124
40,1,0,1,0,Qasr-od-Dasht,24000,2125
68,2,1,1,1,Shahr-e-Ziba,71666.67,2126
110,2,1,1,1,Shahran,130666.67,2127
50,1,1,1,0,Beryanak,27666.67,2129
110,2,1,1,1,Shahr-e-Ziba,185000,2130
95,2,1,1,1,Shahr-e-Ziba,97333.33,2131
65,2,1,1,1,Southern Janatabad,75000,2132
108,2,1,1,1,Persian Gulf Martyrs Lake,100800,2133
62,2,0,1,0,Beryanak,31000,2134
37,1,0,1,1,Hashemi,27666.67,2135
105,2,1,1,1,West Ferdows Boulevard,121666.67,2136
41,1,0,1,0,Salsabil,25666.67,2137
85,2,1,1,1,Shahrakeh Naft,153333.33,2138
150,3,1,1,1,Shahrake Gharb,411666.67,2139
83,2,1,1,1,East Ferdows Boulevard,93333.33,2140
174,3,1,1,1,Valiasr,333333.33,2141
105,3,1,1,1,Yousef Abad,157500,2142
57,2,0,0,1,Waterfall,42166.67,2143
200,3,1,1,1,Sadeghieh,233333.33,2144
75,2,0,0,0,Baghestan,20000,2145
87,2,0,0,0,Pardis,30000,2146
63,2,0,1,0,Qasr-od-Dasht,42000,2147
64,2,1,1,1,Central Janatabad,74666.67,2148
65,2,0,0,0,Ostad Moein,40000,2149
87,2,1,1,1,Pardis,21666.67,2150
44,1,0,1,0,Shahryar,19000,2151
85,2,0,0,0,Pakdasht,11833.33,2152
43,1,0,1,0,Ahang,26666.67,2153
118,3,1,1,1,Sattarkhan,163333.33,2154
92,2,1,1,1,Shahran,90000,2155
124,3,1,1,1,Sattarkhan,113333.33,2156
56,1,0,1,0,Jeyhoon,31666.67,2157
40,1,0,1,0,Pirouzi,29000,2158
92,2,1,1,1,West Ferdows Boulevard,99000,2159
86,2,1,1,1,Central Janatabad,111000,2160
51,2,1,1,0,Shahran,61666.67,2161
70,1,0,0,0,Baghestan,18666.67,2162
85,2,1,1,1,Shahrake Qods,35400,2163
51,1,0,1,0,Ostad Moein,30000,2164
131,2,1,1,1,Ray,113333.33,2165
48,1,0,1,0,Komeil,27333.33,2166
84,2,1,1,0,Andisheh,25766.67,2167
95,2,1,1,1,Hashemi,78333.33,2168
74,2,1,1,1,Eskandari,98666.67,2169
68,2,1,1,1,East Ferdows Boulevard,83333.33,2170
240,4,1,1,1,Persian Gulf Martyrs Lake,160000,2171
44,1,0,1,0,Qasr-od-Dasht,25666.67,2173
82,2,1,1,1,Shahran,95000,2174
44,1,1,1,0,Salsabil,35000,2175
42,1,0,1,0,Pirouzi,32000,2176
63,1,1,1,1,Aqdasieh,133333.33,2177
110,2,0,1,1,Salehabad,25000,2178
235,3,1,1,1,Niavaran,1033333.33,2179
500,2,1,1,0,Absard,103333.33,2180
57,1,1,1,0,Feiz Garden,64333.33,2181
170,3,1,1,1,Pakdasht,42666.67,2182
115,2,1,1,0,Golestan,68333.33,2183
68,2,1,1,1,Southern Program Organization,90000,2184
62,1,0,1,1,Baghestan,20666.67,2185
56,1,1,1,1,Shahr-e-Ziba,73333.33,2186
75,2,1,1,1,Shahran,103666.67,2187
95,2,1,1,1,Pasdaran,195000,2188
144,3,1,1,1,Zafar,345600,2189
50,1,0,0,1,Qarchak,12666.67,2190
78,2,1,1,0,Sattarkhan,70000,2191
95,2,1,0,1,Ray,68333.33,2192
90,2,1,1,1,Ray,60000,2193
95,2,1,1,1,Punak,140000,2194
350,4,1,1,1,Niavaran,2400000,2195
71,2,1,1,1,West Ferdows Boulevard,77666.67,2196
80,1,0,0,0,Pishva,12666.67,2197
44,1,1,0,1,Ostad Moein,33333.33,2198
46,1,1,1,1,Jeyhoon,38333.33,2199
78,2,1,1,0,Sattarkhan,67000,2200
67,2,0,1,0,Karoon,35666.67,2201
49,1,1,1,0,Andisheh,3666.67,2202
105,2,1,1,1,Andisheh,40000,2203
72,2,0,1,1,Beryanak,43000,2204
65,2,0,1,1,Salsabil,40666.67,2205
80,2,1,1,1,West Pars,72000,2206
66,2,0,1,0,Jeyhoon,39566.67,2207
58,2,0,1,0,Jeyhoon,40333.33,2208
67,2,0,1,0,Salsabil,40500,2209
89,2,1,1,0,Andisheh,35600,2210
75,2,1,1,1,Beryanak,48333.33,2211
85,2,0,1,1,Si Metri Ji,48000,2212
94,2,1,1,1,Central Janatabad,143333.33,2213
67,2,1,1,0,Jeyhoon,48000,2214
60,1,0,1,1,Shahrake Qods,30666.67,2215
67,1,1,0,1,Beryanak,47166.67,2216
65,2,0,0,1,Beryanak,43666.67,2217
72,2,0,1,1,Beryanak,43333.33,2218
62,2,1,1,1,Salsabil,45000,2219
37,1,0,1,1,Ostad Moein,33300,2220
105,3,1,1,1,Shahr-e-Ziba,118333.33,2221
78,2,0,0,1,Parand,13900,2222
53,1,0,1,0,Baghestan,15000,2223
80,2,0,1,1,Shahr-e-Ziba,81666.67,2224
88,2,1,1,1,Persian Gulf Martyrs Lake,95000,2225
39,1,0,1,0,Andisheh,12333.33,2226
128,2,1,1,1,Jordan,204800,2227
87,2,1,1,1,Shahrake Shahid Bagheri,81666.67,2228
48,1,0,1,0,Beryanak,27666.67,2229
86,2,1,1,1,Pardis,16666.67,2230
86,2,1,1,1,Pardis,20000,2231
75,2,1,1,1,Punak,76666.67,2232
110,3,1,1,1,Jordan,205333.33,2233
172,3,1,1,1,Heravi,310000,2234
147,3,1,1,1,Yousef Abad,386666.67,2235
70,1,1,1,0,Enghelab,51333.33,2236
235,3,1,1,1,Niavaran,950000,2237
115,2,1,1,1,Heravi,200000,2238
114,2,1,1,1,Pakdasht,36333.33,2239
40,1,1,1,0,Pirouzi,46000,2240
125,3,1,1,1,Yousef Abad,281666.67,2241
90,2,1,1,1,Golestan,43833.33,2242
78,2,0,1,1,Gisha,59800,2243
47,1,0,1,0,Ostad Moein,35000,2245
114,3,1,1,1,Yousef Abad,163333.33,2246
65,1,1,1,1,Southern Janatabad,83333.33,2247
50,1,0,1,0,Baghestan,13666.67,2248
125,2,1,1,1,Islamshahr Elahieh,58333.33,2249
41,1,0,0,0,Salsabil,27166.67,2250
136,3,1,1,1,Yousef Abad,273333.33,2251
40,1,0,1,0,Jeyhoon,26666.67,2252
60,2,0,1,0,Si Metri Ji,21666.67,2253
75,2,1,1,1,Pirouzi,58333.33,2254
120,3,1,1,1,Yousef Abad,266666.67,2255
165,3,1,1,1,Pakdasht,33333.33,2256
110,2,0,1,0,Pakdasht,21333.33,2257
116,2,1,1,1,Shahran,154666.67,2258
115,2,1,1,1,Shahran,150000,2259
77,2,0,1,1,Pakdasht,15333.33,2260
120,3,1,1,1,Yousef Abad,233333.33,2261
100,2,0,1,1,Pakdasht,22000,2262
130,3,1,1,1,Yousef Abad,200000,2263
60,1,1,1,1,Islamshahr,40000,2264
75,2,0,1,1,Parand,12833.33,2265
128,3,1,1,0,Niavaran,283333.33,2266
150,2,1,1,1,Zaferanieh,500000,2267
135,3,1,1,1,Yousef Abad,333333.33,2268
60,1,1,1,1,Zafar,40000,2269
41,1,0,0,0,Elahieh,27166.67,2270
113,2,1,1,1,Niavaran,300000,2271
52,1,0,1,1,Andisheh,22166.67,2272
100,2,1,1,1,Aqdasieh,233333.33,2273
66,2,1,1,0,Punak,88333.33,2274
200,3,1,1,1,Niavaran,966666.67,2275
170,3,1,1,1,Niavaran,736666.67,2276
100,2,1,1,1,Gheitarieh,276666.67,2277
90,1,1,1,1,Kamranieh,333333.33,2278
200,3,1,1,1,Niavaran,466666.67,2279
51,1,1,0,1,Ray - Montazeri,41666.67,2280
70,2,1,1,0,Punak,89333.33,2281
73,2,1,1,0,West Ferdows Boulevard,73333.33,2282
245,2,0,0,0,Islamshahr,260000,2283
87,2,1,1,1,Darabad,195000,2284
120,2,1,1,1,Velenjak,300000,2285
171,3,1,1,1,Elahieh,427500,2286
66,2,1,1,0,Punak,82000,2287
77,2,1,1,1,Aqdasieh,173333.33,2288
40,1,1,1,0,Narmak,41666.67,2289
105,2,1,1,1,Shahr-e-Ziba,93333.33,2290
50,1,1,1,1,Ozgol,100000,2291
